umls	mondo	parent
UMLS:C5676982	MONDO:0859248	corneal dystrophy,corneal disorder,eye disorder,disorder of orbital region,human disease,disease
UMLS:C0270612		disease
UMLS:C1861866		disease
UMLS:C0221026	MONDO:0010421, MONDO:0021094	isolated agammaglobulinemia,agammaglobulinemia,B cell deficiency,inborn error of immunity,immune deficiency disease,hereditary disease,human disease,disease
UMLS:C0752127	MONDO:0005385	cardiovascular disorder,human disease,disease
UMLS:C0158442	MONDO:0005380	bone disorder,skeletal system disorder,musculoskeletal system disorder,human disease,disease
UMLS:C0221480		disease
UMLS:C0001306	MONDO:0001505	hepatitis,liver disorder,hepatobiliary disorder,digestive system disorder,human disease,disease
UMLS:C4693912	MONDO:0054817	leukodystrophy,inherited neurodegenerative disorder,neurodegenerative disease,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C3463897	MONDO:0006248, MONDO:0009273	trophoblastic neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0220993	MONDO:0009058	inborn disorder of amino acid metabolism,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C1863732	MONDO:0011335	autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C4275179	MONDO:0017279	Parkinson disease,parkinsonian disorder,basal ganglia disorder,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0424605		disease
UMLS:C1838979	MONDO:0100133, MONDO:0100223, MONDO:0100224	mitochondrial complex deficiency,inborn mitochondrial metabolism disorder,developmental anomaly of metabolic origin,metabolic disease,human disease,disease
UMLS:C1836542		disease
UMLS:C0036330	MONDO:0008412, MONDO:0044345	schistosomiasis,helminthiasis,parasitic infectious disease,infectious disease,human disease,disease
UMLS:C0699790	MONDO:0002032	malignant colon neoplasm,colonic neoplasm,colonic disorder,large intestine disorder,intestinal disorder,digestive system disorder,human disease,disease
UMLS:C0152031		disease
UMLS:C5679682	MONDO:0016863	Duane-radial ray syndrome,autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0019693	MONDO:0005109	viral sexually transmitted disease,sexually transmitted disease,reproductive system disorder,human disease,disease
UMLS:C5554234	MONDO:0016418	multiple system atrophy,synucleinopathy,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0041295	MONDO:0018076, MONDO:0021943	primary bacterial infectious disease,bacterial infectious disease,infectious disease,human disease,disease
UMLS:C0543669	MONDO:0008092	hereditary disease,human disease,disease
UMLS:C0752282	MONDO:0002921	congenital myopathy,myopathy,skeletal muscle disorder,muscle tissue disorder,musculoskeletal system disorder,human disease,disease
UMLS:C0040715		disease
UMLS:C0206639	MONDO:0009807	sarcoma,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C1842534	MONDO:0012805	GLUT1 deficiency syndrome,metabolic epilepsy,epilepsy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C2750413	MONDO:0012240	typical nemaline myopathy,congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1849348	MONDO:0009998	multiple congenital anomalies/dysmorphic syndrome without intellectual disability,multiple congenital anomalies/dysmorphic syndrome,developmental defect during embryogenesis,disorder of development or morphogenesis,human disease,disease
UMLS:C1839840	MONDO:0013664	46,XY complete gonadal dysgenesis,gonadal dysgenesis,hypogonadism,gonadal disorder,reproductive system disorder,human disease,disease
UMLS:C0015923	MONDO:0000408, MONDO:0016011	specific developmental disorder,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C4551721	MONDO:0009300, MONDO:0017312	Perrault syndrome,autosomal recessive disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C3150343	MONDO:0009340	familial hemolytic anemia,hemolytic anemia,normocytic anemia,anemia,hematologic disorder,human disease,disease
UMLS:C0024530	MONDO:0005136	protozoa infectious disease,parasitic infectious disease,infectious disease,human disease,disease
UMLS:C0155626	MONDO:0004781, MONDO:0005068	myocardial infarction,myocardial disorder,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C2931662	MONDO:0009626	autosomal recessive disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C1867971		disease
UMLS:C0040053	MONDO:0000831	vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C0751316	MONDO:0019773	spina bifida cystica,isolated spina bifida,spina bifida,congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C4085597	MONDO:0014609	multiple congenital anomalies/dysmorphic syndrome-intellectual disability,multiple congenital anomalies/dysmorphic syndrome,developmental defect during embryogenesis,disorder of development or morphogenesis,human disease,disease
UMLS:C0497552	MONDO:0002320, MONDO:0020022	nervous system disorder,human disease,disease
UMLS:C0006142	MONDO:0007254, MONDO:0021100, MONDO:0016419	thoracic cancer,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C4023252		disease
UMLS:C2874188	MONDO:0009876, MONDO:0007794, MONDO:0007844, MONDO:0012528, MONDO:0014461, MONDO:0009482, MONDO:0005152, MONDO:0018555, MONDO:0013910, MONDO:0013911, MONDO:0013912, MONDO:0013913, MONDO:0013914, MONDO:0013915, MONDO:0013926, MONDO:0013946, MONDO:0013961, MONDO:0014102, MONDO:0014103, MONDO:0014105, MONDO:0014106, MONDO:0014107, MONDO:0012880, MONDO:0012988, MONDO:0013006, MONDO:0010615, MONDO:0010635	isolated congenital growth hormone deficiency,combined pituitary hormone deficiencies, genetic form,congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0004096	MONDO:0004979	bronchial disorder,lower respiratory tract disorder,respiratory system disorder,human disease,disease
UMLS:C3150705	MONDO:0013270, MONDO:0035383	congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0334389	MONDO:0004972	epithelial neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0340643		disease
UMLS:C0019196	MONDO:0005231	viral hepatitis,hepatitis,liver disorder,hepatobiliary disorder,digestive system disorder,human disease,disease
UMLS:C0338575	MONDO:0002695	intracranial sinus thrombosis,intracranial thrombosis,thrombotic disease,vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C0281361	MONDO:0006047	adenocarcinoma,carcinoma,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0007194	MONDO:0005045	intrinsic cardiomyopathy,cardiomyopathy,muscle tissue disorder,musculoskeletal system disorder,human disease,disease
UMLS:C0010054	MONDO:0005010, MONDO:0021661	arterial disorder,vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C0029531	MONDO:0005129	lens disorder,eye disorder,disorder of orbital region,human disease,disease
UMLS:C4016274		disease
UMLS:C4273747	MONDO:0013099	congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1305122	MONDO:0005160	aortic disorder,arterial disorder,vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C4023408		disease
UMLS:C0428851		disease
UMLS:C0266484	MONDO:0010011	congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1257877	MONDO:0008233, MONDO:0000550	hereditary pheochromocytoma-paraganglioma,adrenal gland disorder,endocrine system disorder,human disease,disease
UMLS:C0494475	MONDO:0001386	visual cortex disorder,visual pathway disorder,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0013146	MONDO:0002491, MONDO:0002494	substance-related disorder,psychiatric disorder,human disease,disease
UMLS:C0376618		disease
UMLS:C1334698	MONDO:0016642, MONDO:0850303	tumor of meninges,central nervous system neoplasm,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0030312	MONDO:0001529	anemia,hematologic disorder,human disease,disease
UMLS:C0038354	MONDO:0004298	digestive system disorder,human disease,disease
UMLS:C3150208	MONDO:0800348	retinitis pigmentosa,inherited retinal dystrophy,retinal degeneration,retinal disorder,nervous system disorder,human disease,disease
UMLS:C0424688		disease
UMLS:C0728829		disease
UMLS:C4551804	MONDO:0011001, MONDO:0015263	Brugada syndrome,heart conduction disease,heart disorder,cardiovascular disorder,human disease,disease
UMLS:C4316903	MONDO:0001386	visual cortex disorder,visual pathway disorder,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C5193002	MONDO:0800200	distal arthrogryposis,hereditary disease,human disease,disease
UMLS:C0393541	MONDO:0001516, MONDO:0018894	anterior horn disorder,spinal cord disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0039239		disease
UMLS:C0040433		disease
UMLS:C0685889	MONDO:0010066	inborn error of immunity,immune deficiency disease,hereditary disease,human disease,disease
UMLS:C0424503		disease
UMLS:C0752323	MONDO:0006891	focal epilepsy,epilepsy,brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0678222	MONDO:0004989, MONDO:0021100	carcinoma,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C4011403	MONDO:0007094	amelogenesis imperfecta type 1,amelogenesis imperfecta,hereditary disease,human disease,disease
UMLS:C2931135		disease
UMLS:C0023487	MONDO:0012883	acute myeloid leukemia,myeloid leukemia,leukemia,hematopoietic and lymphoid cell neoplasm,hematopoietic and lymphoid system neoplasm,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0023530	MONDO:0003785	leukocyte disorder,immune system disorder,human disease,disease
UMLS:C0265354	MONDO:0008965	syndromic disease,human disease,disease
UMLS:C0034362	MONDO:0019186	primary bacterial infectious disease,bacterial infectious disease,infectious disease,human disease,disease
UMLS:C1832466	MONDO:0011038	autosomal dominant optic atrophy plus syndrome,autosomal dominant optic atrophy,autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0403823		disease
UMLS:C0240635		disease
UMLS:C0345447		disease
UMLS:C0151904		disease
UMLS:C3150417	MONDO:0013161	muscular dystrophy-dystroglycanopathy, type C,muscular dystrophy-dystroglycanopathy,congenital muscular dystrophy,congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C0021359	MONDO:0005047	reproductive system disorder,human disease,disease
UMLS:C5436727	MONDO:0033656	mitochondrial complex IV deficiency, nuclear-type,mitochondrial complex deficiency,inborn mitochondrial metabolism disorder,developmental anomaly of metabolic origin,metabolic disease,human disease,disease
UMLS:C0149931	MONDO:0005277	brain disorder,central nervous system disorder,nervous system disorder,human disease,disease
UMLS:C1846038	MONDO:0010289	non-syndromic X-linked intellectual disability,non-syndromic intellectual disability,intellectual disability,developmental disorder of mental health,mental disorder,psychiatric disorder,human disease,disease
UMLS:C4750849	MONDO:0018273	multiple congenital anomalies/dysmorphic syndrome-intellectual disability,multiple congenital anomalies/dysmorphic syndrome,developmental defect during embryogenesis,disorder of development or morphogenesis,human disease,disease
UMLS:C0086439		disease
UMLS:C0011875	MONDO:0000960	peripheral vascular disease,vascular disorder,cardiovascular disorder,human disease,disease
UMLS:C1857811	MONDO:0012420	hearing loss, autosomal recessive,autosomal recessive disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C4721845	MONDO:0007947	autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C0751383	MONDO:0008767, MONDO:0008768, MONDO:0008769, MONDO:0009744, MONDO:0009745, MONDO:0011144, MONDO:0012188, MONDO:0012391, MONDO:0012414, MONDO:0012588, MONDO:0008083, MONDO:0013866, MONDO:0019262, MONDO:0014147, MONDO:0016295, MONDO:0010830	juvenile neuronal ceroid lipofuscinosis,neuronal ceroid lipofuscinosis,lysosomal lipid storage disorder,inherited lipid metabolism disorder,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0153460	MONDO:0009831	digestive system cancer,digestive system disorder,human disease,disease
UMLS:C0282193		disease
UMLS:C4021790		disease
UMLS:C0018799	MONDO:0005267	cardiovascular disorder,human disease,disease
UMLS:C0001925		disease
UMLS:C1836694	MONDO:0000211	striatonigral degeneration,multiple system atrophy,synucleinopathy,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C4225429	MONDO:0007522	autosomal dominant disease,autosomal genetic disease,hereditary disease,human disease,disease
UMLS:C1835807		disease
UMLS:C1833053	MONDO:0010961	congenital hypogonadotropic hypogonadism,hypogonadotropic hypogonadism,hypogonadism,gonadal disorder,reproductive system disorder,human disease,disease
UMLS:C4025360		disease
UMLS:C0003469	MONDO:0005618	mental disorder,psychiatric disorder,human disease,disease
UMLS:C3280415	MONDO:0013680	hereditary disease,human disease,disease
UMLS:C3280479	MONDO:0013690	hereditary disease,human disease,disease
UMLS:C0752130	MONDO:0005385, MONDO:0020688	cardiovascular disorder,human disease,disease
UMLS:C2931383	MONDO:0000141	hereditary neoplastic syndrome,hereditary disease,human disease,disease
UMLS:C0345958	MONDO:0003050	large cell carcinoma,carcinoma,cancer,neoplasm,neoplastic disease or syndrome,cancer or benign tumor,human disease,disease
UMLS:C0342684	MONDO:0021019	ocular albinism,disorder of melanin metabolism,inborn disorder of amino acid and other organic acid metabolism,inborn errors of metabolism,hereditary disease,human disease,disease
UMLS:C0086664	MONDO:0019773	spina bifida cystica,isolated spina bifida,spina bifida,congenital nervous system disorder,nervous system disorder,human disease,disease
UMLS:C2677565	MONDO:0012790	familial amyotrophic lateral sclerosis,amyotrophic lateral sclerosis,anterior horn disorder,spinal cord disorder,central nervous system disorder,nervous system disorder,human disease,disease
